job,marital,education,default,housing,loan,deposit
blue-collar,single,secondary,no,no,no,yes
technician,married,tertiary,no,no,no,yes
services,married,secondary,no,no,no,yes
services,married,unknown,no,no,no,yes
technician,single,secondary,no,no,no,yes
retired,married,primary,no,no,no,yes
unemployed,divorced,primary,yes,no,no,yes
blue-collar,married,secondary,no,yes,no,yes
management,single,tertiary,no,no,no,yes
admin.,single,tertiary,no,yes,no,yes
admin.,married,secondary,no,no,no,yes
services,married,secondary,no,no,no,yes
technician,divorced,secondary,no,no,no,yes
student,single,secondary,no,no,no,yes
management,married,tertiary,no,no,no,yes
retired,married,primary,no,no,no,yes
technician,single,secondary,no,no,no,yes
management,single,tertiary,no,no,no,yes
retired,married,primary,no,no,no,yes
management,single,tertiary,no,yes,no,yes
technician,single,secondary,no,no,no,yes
retired,single,tertiary,no,no,no,yes
technician,married,tertiary,no,no,no,yes
management,married,tertiary,no,no,no,yes
management,married,tertiary,no,no,no,yes
unemployed,single,tertiary,no,no,no,yes
admin.,single,secondary,no,no,no,yes
unemployed,married,secondary,no,no,no,yes
management,married,primary,no,no,no,yes
student,single,unknown,no,no,no,yes
management,married,tertiary,no,no,no,yes
blue-collar,single,secondary,no,no,no,yes
management,married,tertiary,no,no,no,yes
technician,married,secondary,no,yes,no,yes
management,single,tertiary,no,no,no,yes
retired,married,unknown,no,no,no,yes
management,married,tertiary,no,yes,no,yes
unemployed,single,tertiary,no,no,no,yes
entrepreneur,married,tertiary,no,yes,no,yes
blue-collar,married,unknown,no,yes,no,yes
admin.,married,primary,no,yes,no,yes
management,married,unknown,no,no,no,yes
retired,married,secondary,no,no,no,yes
retired,married,tertiary,no,no,no,yes
services,single,tertiary,no,no,no,yes
management,single,tertiary,no,no,no,yes
technician,married,secondary,no,yes,no,yes
retired,married,secondary,no,no,no,yes
management,single,tertiary,no,yes,no,yes
management,married,tertiary,no,no,no,yes
student,single,secondary,no,no,no,yes
student,single,secondary,no,no,no,yes
housemaid,married,tertiary,no,no,no,yes
management,married,tertiary,no,yes,no,yes
technician,married,secondary,no,no,yes,yes
technician,single,secondary,no,yes,no,yes
retired,divorced,tertiary,no,no,no,yes
admin.,married,secondary,no,no,no,yes
technician,single,tertiary,no,no,no,yes
retired,divorced,secondary,no,no,no,yes
admin.,married,secondary,no,no,no,yes
management,married,tertiary,no,no,no,yes
management,single,tertiary,no,no,no,yes
management,married,tertiary,no,no,no,yes
management,single,tertiary,no,no,no,yes
technician,married,secondary,no,no,no,yes
student,single,tertiary,no,no,no,yes
entrepreneur,single,tertiary,no,no,no,yes
self-employed,single,tertiary,no,no,no,yes
technician,single,tertiary,no,no,no,yes
management,single,tertiary,no,no,no,yes
housemaid,married,secondary,no,no,no,yes
management,married,primary,no,yes,no,yes
student,single,secondary,no,no,no,yes
admin.,married,secondary,no,no,no,yes
management,married,tertiary,no,no,yes,yes
student,single,secondary,no,no,no,yes
retired,married,secondary,no,no,yes,yes
technician,married,secondary,no,no,no,yes
student,single,secondary,no,no,no,yes
admin.,single,secondary,no,yes,no,yes
retired,divorced,tertiary,no,yes,no,yes
retired,divorced,secondary,no,no,no,yes
blue-collar,married,secondary,no,yes,no,yes
unemployed,married,secondary,no,no,no,yes
management,single,tertiary,no,no,no,yes
technician,married,secondary,no,no,no,yes
housemaid,married,tertiary,no,no,no,yes
blue-collar,married,primary,no,yes,no,yes
technician,married,tertiary,no,yes,no,yes
retired,married,tertiary,no,no,no,yes
retired,married,secondary,no,no,no,yes
management,married,tertiary,no,no,no,yes
services,married,secondary,no,no,no,yes
housemaid,married,primary,no,no,no,yes
retired,married,secondary,no,no,no,yes
technician,single,primary,no,no,no,yes
retired,divorced,primary,no,no,no,yes
retired,married,secondary,no,no,no,yes
retired,married,tertiary,no,no,no,yes
management,single,tertiary,no,yes,no,yes
management,divorced,unknown,no,no,no,yes
management,single,tertiary,no,yes,no,yes
blue-collar,single,secondary,no,yes,no,yes
retired,married,secondary,no,no,no,yes
technician,single,tertiary,no,no,no,yes
technician,single,secondary,no,yes,no,yes
technician,single,secondary,no,no,no,yes
unemployed,married,secondary,no,no,no,yes
blue-collar,married,secondary,no,yes,no,yes
unemployed,single,tertiary,no,no,no,yes
management,married,tertiary,no,yes,no,yes
technician,married,tertiary,no,yes,no,yes
blue-collar,single,primary,no,no,no,yes
admin.,divorced,secondary,no,no,no,yes
management,single,tertiary,no,no,no,yes
student,single,tertiary,no,no,no,yes
management,married,tertiary,no,yes,yes,yes
management,married,unknown,no,yes,no,yes
blue-collar,married,secondary,no,yes,no,yes
management,single,tertiary,no,no,no,yes
blue-collar,married,primary,no,yes,no,yes
management,married,tertiary,no,yes,no,yes
management,divorced,tertiary,no,yes,no,yes
management,married,tertiary,no,no,no,yes
admin.,married,secondary,no,no,no,yes
management,married,tertiary,no,no,no,yes
technician,married,secondary,no,yes,no,yes
retired,married,secondary,no,no,no,yes
retired,married,secondary,no,no,no,yes
services,single,secondary,no,yes,no,yes
admin.,married,tertiary,no,no,no,yes
self-employed,single,tertiary,no,no,no,yes
admin.,married,secondary,no,no,no,yes
unemployed,single,tertiary,no,no,no,yes
admin.,single,secondary,no,no,no,yes
management,married,primary,no,no,no,yes
management,divorced,tertiary,no,yes,no,yes
admin.,single,secondary,no,no,no,yes
technician,single,secondary,no,yes,no,yes
retired,married,unknown,no,no,no,yes
admin.,single,secondary,no,no,no,yes
retired,married,tertiary,no,no,no,yes
technician,married,tertiary,no,no,no,yes
admin.,married,secondary,no,no,no,yes
retired,married,tertiary,no,no,no,yes
technician,married,secondary,no,yes,no,yes
management,single,tertiary,no,no,no,yes
services,married,secondary,no,yes,no,yes
management,single,tertiary,no,no,no,yes
retired,single,primary,no,no,no,yes
admin.,married,tertiary,no,no,no,yes
retired,divorced,secondary,no,no,no,yes
student,single,unknown,no,no,no,yes
self-employed,married,secondary,no,no,no,yes
technician,single,secondary,no,no,no,yes
admin.,single,secondary,no,no,no,yes
management,single,tertiary,no,yes,no,yes
management,single,tertiary,no,no,no,yes
student,single,unknown,no,no,no,yes
management,married,tertiary,no,no,no,yes
management,married,tertiary,no,no,no,yes
blue-collar,single,secondary,no,no,yes,yes
retired,divorced,primary,no,no,no,yes
retired,married,secondary,no,no,no,yes
retired,married,primary,no,no,no,yes
management,single,tertiary,no,no,no,yes
retired,married,secondary,no,no,no,yes
unemployed,married,secondary,no,no,no,yes
retired,married,tertiary,no,yes,no,yes
management,single,tertiary,no,no,no,yes
admin.,single,secondary,no,yes,no,yes
management,married,tertiary,no,no,no,yes
admin.,single,secondary,no,yes,yes,yes
management,married,tertiary,no,no,no,yes
entrepreneur,married,primary,no,yes,no,yes
unknown,single,tertiary,no,no,no,yes
admin.,single,secondary,no,yes,no,yes
technician,married,secondary,no,no,no,yes
technician,married,secondary,no,yes,no,yes
retired,married,unknown,no,no,no,yes
blue-collar,married,secondary,no,yes,no,yes
retired,married,tertiary,no,no,no,yes
blue-collar,single,secondary,no,no,no,yes
management,married,tertiary,no,no,no,yes
retired,married,primary,no,no,no,yes
retired,divorced,tertiary,yes,yes,no,yes
admin.,divorced,secondary,no,yes,yes,yes
retired,married,primary,no,no,no,yes
technician,divorced,secondary,no,no,no,yes
technician,divorced,tertiary,no,yes,no,yes
admin.,married,secondary,no,no,no,yes
blue-collar,married,primary,no,no,no,yes
housemaid,married,secondary,no,no,no,yes
blue-collar,married,secondary,no,no,no,yes
services,married,secondary,no,no,no,yes
technician,single,tertiary,no,no,no,yes
management,divorced,tertiary,no,no,no,yes
unemployed,divorced,secondary,no,no,no,yes
management,single,tertiary,no,no,no,yes
technician,married,tertiary,no,no,no,yes
management,single,tertiary,no,yes,no,yes
housemaid,married,primary,no,no,no,yes
technician,married,secondary,no,no,no,yes
management,married,tertiary,no,no,no,yes
management,single,tertiary,no,no,no,yes
management,single,tertiary,no,no,no,yes
retired,married,tertiary,no,no,no,yes
retired,married,primary,no,no,no,yes
management,divorced,tertiary,no,no,no,yes
blue-collar,married,secondary,no,no,no,yes
admin.,single,tertiary,no,yes,no,yes
retired,divorced,secondary,no,no,no,yes
management,single,tertiary,no,no,no,yes
admin.,married,secondary,no,no,no,yes
management,divorced,tertiary,no,no,no,yes
retired,divorced,secondary,no,no,no,yes
management,married,tertiary,no,no,no,yes
management,married,tertiary,no,no,no,yes
management,married,tertiary,no,yes,no,yes
blue-collar,married,secondary,no,no,no,yes
entrepreneur,married,secondary,no,no,no,yes
student,single,secondary,no,no,no,yes
technician,married,unknown,no,no,no,yes
management,married,tertiary,no,no,no,yes
management,single,tertiary,no,yes,no,yes
management,single,tertiary,no,no,no,yes
management,married,tertiary,no,no,no,yes
management,married,tertiary,no,no,no,yes
retired,married,secondary,no,no,no,yes
technician,single,secondary,no,no,no,yes
retired,married,primary,no,no,no,yes
management,married,unknown,no,no,no,yes
management,single,tertiary,no,no,no,yes
admin.,single,tertiary,no,no,no,yes
unknown,married,unknown,no,no,no,yes
blue-collar,single,secondary,no,yes,no,yes
technician,married,tertiary,no,yes,no,yes
retired,married,primary,no,no,no,yes
management,single,tertiary,no,no,no,yes
admin.,married,secondary,no,no,no,yes
admin.,divorced,secondary,no,no,no,yes
unemployed,married,secondary,no,no,no,yes
technician,single,secondary,no,no,yes,yes
student,single,secondary,no,no,no,yes
retired,divorced,secondary,no,yes,no,yes
management,divorced,tertiary,no,no,no,yes
entrepreneur,divorced,tertiary,no,no,no,yes
management,married,tertiary,no,yes,yes,yes
management,single,tertiary,no,no,no,yes
self-employed,divorced,tertiary,no,yes,no,yes
technician,single,tertiary,no,no,no,yes
admin.,divorced,secondary,no,no,no,yes
retired,single,primary,no,no,no,yes
management,married,primary,no,no,no,yes
housemaid,married,primary,no,no,no,yes
technician,married,primary,no,no,no,yes
management,single,tertiary,no,no,no,yes
blue-collar,married,primary,no,no,no,yes
admin.,single,secondary,no,no,no,yes
services,married,primary,no,yes,no,yes
unemployed,single,tertiary,no,no,no,yes
management,married,tertiary,no,no,no,yes
retired,married,secondary,no,no,no,yes
retired,married,tertiary,no,no,no,yes
management,married,tertiary,no,no,no,yes
services,single,secondary,no,no,no,yes
management,married,tertiary,no,no,no,yes
management,married,tertiary,no,no,no,yes
retired,married,unknown,no,no,no,yes
services,married,secondary,no,no,no,yes
technician,single,tertiary,no,no,no,yes
technician,married,secondary,no,no,no,yes
management,married,tertiary,no,no,no,yes
technician,divorced,secondary,no,no,no,yes
blue-collar,married,secondary,no,no,no,yes
services,single,unknown,no,no,no,yes
housemaid,divorced,primary,no,no,no,yes
student,single,tertiary,no,no,no,yes
technician,married,tertiary,no,no,no,yes
retired,married,primary,no,no,no,yes
retired,married,unknown,no,no,no,yes
technician,married,secondary,no,no,no,yes
retired,married,secondary,no,yes,no,yes
technician,married,secondary,no,no,yes,yes
admin.,single,secondary,no,yes,no,yes
management,single,tertiary,no,no,no,yes
management,married,tertiary,no,no,no,yes
housemaid,married,primary,no,no,no,yes
student,single,tertiary,no,no,no,yes
unemployed,divorced,secondary,no,no,no,yes
management,single,tertiary,no,no,no,yes
retired,divorced,primary,no,no,no,yes
management,married,tertiary,no,no,no,yes
self-employed,single,tertiary,no,yes,no,yes
technician,married,secondary,no,yes,yes,yes
retired,divorced,primary,no,no,no,yes
student,single,secondary,no,no,no,yes
admin.,married,tertiary,no,yes,no,yes
management,divorced,tertiary,no,no,no,yes
blue-collar,single,unknown,no,no,no,yes
retired,married,unknown,no,no,no,yes
technician,single,tertiary,no,no,no,yes
retired,single,tertiary,no,no,no,yes
technician,single,tertiary,no,no,no,yes
self-employed,married,secondary,no,no,yes,yes
blue-collar,single,secondary,no,no,no,yes
retired,married,unknown,no,no,no,yes
retired,married,primary,no,no,no,yes
technician,single,tertiary,no,no,no,yes
retired,married,tertiary,no,no,no,yes
management,married,tertiary,no,no,no,yes
technician,married,secondary,no,no,no,yes
services,divorced,secondary,no,yes,no,yes
blue-collar,married,secondary,no,no,no,yes
retired,married,secondary,no,no,no,yes
technician,single,unknown,no,no,no,yes
management,married,primary,no,no,no,yes
management,married,tertiary,no,no,no,yes
management,married,unknown,no,yes,no,yes
technician,single,secondary,no,no,no,yes
retired,married,primary,no,no,no,yes
retired,married,secondary,no,no,no,yes
retired,married,primary,no,no,no,yes
retired,married,primary,no,no,no,yes
unknown,single,unknown,no,no,no,yes
technician,married,secondary,no,no,no,yes
technician,single,unknown,no,yes,no,yes
blue-collar,single,secondary,no,no,no,yes
services,married,secondary,no,yes,no,yes
student,single,secondary,no,no,no,yes
unknown,married,primary,no,no,no,yes
admin.,married,unknown,no,yes,no,yes
management,married,secondary,no,no,no,yes
housemaid,divorced,secondary,no,no,no,yes
management,single,tertiary,no,no,no,yes
retired,divorced,secondary,no,no,no,yes
student,single,tertiary,no,no,no,yes
self-employed,married,unknown,no,no,no,yes
retired,married,primary,no,no,no,yes
retired,married,secondary,no,no,no,yes
admin.,single,secondary,no,yes,no,yes
housemaid,married,tertiary,no,no,no,yes
management,married,tertiary,no,yes,no,yes
management,married,tertiary,no,no,no,yes
management,married,tertiary,no,no,no,yes
technician,married,unknown,no,yes,no,yes
admin.,single,secondary,no,no,no,yes
self-employed,single,secondary,no,no,no,yes
retired,married,secondary,no,no,no,yes
management,married,tertiary,no,no,no,yes
blue-collar,married,primary,no,no,no,yes
management,single,tertiary,no,no,no,yes
retired,married,tertiary,no,no,no,yes
technician,married,secondary,no,no,no,yes
management,single,tertiary,no,no,no,yes
retired,married,primary,no,no,no,yes
management,married,tertiary,no,yes,no,yes
management,married,tertiary,no,no,no,yes
technician,single,secondary,no,no,no,yes
student,single,primary,no,no,no,yes
management,married,tertiary,no,no,no,yes
technician,single,secondary,no,no,no,yes
blue-collar,married,secondary,no,no,no,yes
retired,married,primary,no,no,no,yes
retired,married,primary,no,no,no,yes
retired,married,secondary,no,no,no,yes
management,married,tertiary,no,no,no,yes
services,married,tertiary,no,no,no,yes
student,single,secondary,no,no,no,yes
retired,divorced,secondary,no,no,no,yes
technician,married,secondary,no,no,yes,yes
self-employed,single,tertiary,no,no,no,yes
management,married,secondary,no,no,no,yes
student,single,unknown,no,no,no,yes
management,married,secondary,no,yes,yes,yes
management,married,tertiary,no,no,no,yes
management,single,tertiary,no,yes,no,yes
admin.,single,secondary,no,yes,no,yes
retired,divorced,secondary,no,no,no,yes
self-employed,married,tertiary,no,no,no,yes
management,married,unknown,no,no,no,yes
technician,single,secondary,no,no,no,yes
management,single,tertiary,no,no,no,yes
retired,married,primary,no,no,no,yes
management,married,tertiary,no,no,no,yes
technician,married,secondary,no,no,no,yes
retired,married,primary,no,no,no,yes
technician,married,secondary,no,yes,no,yes
admin.,married,secondary,no,no,no,yes
student,married,secondary,no,no,no,yes
student,single,tertiary,no,no,no,yes
management,single,tertiary,no,no,no,yes
self-employed,married,tertiary,no,no,no,yes
entrepreneur,married,tertiary,no,no,no,yes
management,single,tertiary,no,no,no,yes
student,single,secondary,no,no,no,yes
management,married,tertiary,no,no,no,yes
management,married,tertiary,no,no,no,yes
management,married,tertiary,no,yes,no,yes
